%Runtime 20151211,  Coefs: 0.9806 / 0.077
%nrec yyyy MM dd hh mm ss lat lon Ts
2671 2015 10 22 20 27 57 36.84128 -76.26748 18.175
2672 2015 10 22 20 31 05 36.84129 -76.26749 18.329
2673 2015 10 22 20 37 21 36.84129 -76.26750 18.337
2674 2015 10 22 20 50 14 36.84129 -76.26749 18.381
2675 2015 10 22 20 53 20 36.84129 -76.26750 18.430
2676 2015 10 22 20 56 27 36.84129 -76.26750 18.453
2677 2015 10 22 21 02 40 36.84127 -76.26746 18.341
2678 2015 10 22 21 05 47 36.84127 -76.26747 18.290
2679 2015 10 22 21 08 53 36.84128 -76.26749 18.200
2680 2015 10 22 21 11 59 36.84129 -76.26750 18.203
2681 2015 10 22 21 15 05 36.84130 -76.26751 18.123
2682 2015 10 22 21 18 12 36.84129 -76.26750 18.155
2683 2015 10 22 21 21 18 36.84128 -76.26748 18.147
2684 2015 10 22 21 24 25 36.84127 -76.26748 18.258
2685 2015 10 22 21 27 31 36.84128 -76.26748 18.082
2686 2015 10 22 21 39 56 36.84131 -76.26749 18.110
2687 2015 10 22 21 43 02 36.84131 -76.26749 18.068
2688 2015 10 22 21 46 09 36.84131 -76.26749 18.105
2689 2015 10 22 21 52 38 36.84134 -76.26748 18.071
2690 2015 10 22 21 55 44 36.84132 -76.26747 17.990
2691 2015 10 22 22 01 57 36.84130 -76.26748 17.829
2692 2015 10 22 22 11 17 36.84129 -76.26745 17.890
2693 2015 10 22 22 14 23 36.84129 -76.26745 17.782
2694 2015 10 23 01 51 40 36.96062 -76.06772 17.826
2695 2015 10 23 01 54 46 36.95798 -76.05830 17.731
2696 2015 10 23 01 57 53 36.95537 -76.04884 17.684
2697 2015 10 23 02 01 00 36.95281 -76.03932 17.763
2698 2015 10 23 02 04 06 36.95030 -76.02985 17.768
2699 2015 10 23 02 07 13 36.94783 -76.02035 17.796
2700 2015 10 23 02 10 20 36.94524 -76.01064 17.832
2701 2015 10 23 02 16 32 36.93754 -75.99346 18.149
2702 2015 10 23 02 19 38 36.93245 -75.98560 18.015
2703 2015 10 23 02 22 45 36.92724 -75.97789 18.042
2704 2015 10 23 02 25 52 36.92190 -75.97009 18.356
2705 2015 10 23 02 28 59 36.91654 -75.96234 18.192
2706 2015 10 23 02 32 05 36.91122 -75.95469 18.005
2707 2015 10 23 02 35 12 36.90588 -75.94695 17.856
2708 2015 10 23 02 38 19 36.90085 -75.93914 17.870
2709 2015 10 23 02 41 25 36.89586 -75.93223 17.885
2710 2015 10 23 02 44 33 36.89101 -75.92605 17.837
2711 2015 10 23 02 47 39 36.88617 -75.91986 17.868
2712 2015 10 23 02 56 58 36.87170 -75.90115 17.923
2713 2015 10 23 03 06 18 36.85725 -75.88224 17.988
2714 2015 10 23 03 09 25 36.85252 -75.87604 18.030
2715 2015 10 23 03 12 32 36.84776 -75.86979 17.953
2716 2015 10 23 03 15 39 36.84304 -75.86362 17.988
2717 2015 10 23 03 21 52 36.83361 -75.85137 17.981
2718 2015 10 23 03 24 58 36.82892 -75.84525 18.061
2719 2015 10 23 03 28 05 36.82428 -75.83915 18.126
2720 2015 10 23 03 31 11 36.81961 -75.83307 18.202
2721 2015 10 23 03 34 18 36.81490 -75.82695 18.419
2722 2015 10 23 03 37 24 36.81024 -75.82083 18.787
2723 2015 10 23 03 40 31 36.80552 -75.81463 18.774
2724 2015 10 23 03 43 38 36.80079 -75.80843 18.701
2725 2015 10 23 03 46 44 36.79613 -75.80229 18.737
2726 2015 10 23 03 49 51 36.79145 -75.79607 18.859
2727 2015 10 23 03 52 58 36.78672 -75.78979 18.844
2728 2015 10 23 03 56 05 36.78203 -75.78354 18.818
2729 2015 10 23 04 05 25 36.76773 -75.76507 19.060
2730 2015 10 23 04 11 39 36.75812 -75.75321 19.278
2731 2015 10 23 04 14 46 36.75351 -75.74745 19.219
2732 2015 10 23 04 17 52 36.74874 -75.74160 19.184
2733 2015 10 23 04 21 00 36.74399 -75.73578 19.141
2734 2015 10 23 04 24 06 36.73925 -75.72988 19.367
2735 2015 10 23 04 27 13 36.73466 -75.72396 19.220
2736 2015 10 23 04 33 25 36.72534 -75.71195 19.305
2737 2015 10 23 04 36 32 36.72067 -75.70597 19.020
2738 2015 10 23 04 42 44 36.71160 -75.69390 18.833
2739 2015 10 23 04 45 51 36.70711 -75.68781 18.829
2740 2015 10 23 04 48 58 36.70267 -75.68169 18.765
2741 2015 10 23 04 52 04 36.69822 -75.67548 18.778
2742 2015 10 23 05 10 44 36.67034 -75.63890 18.371
2743 2015 10 23 05 13 50 36.66549 -75.63288 18.356
2744 2015 10 23 05 16 57 36.66061 -75.62692 18.383
2745 2015 10 23 05 20 03 36.65570 -75.62103 18.405
2746 2015 10 23 05 23 10 36.65074 -75.61515 18.454
2747 2015 10 23 05 32 29 36.63568 -75.59781 18.703
2748 2015 10 23 05 35 35 36.63060 -75.59211 18.474
2749 2015 10 23 05 38 42 36.62554 -75.58637 18.522
2750 2015 10 23 05 41 48 36.62058 -75.58048 18.527
2751 2015 10 23 05 48 01 36.61050 -75.56864 18.591
2752 2015 10 23 05 51 07 36.60538 -75.56269 18.582
2753 2015 10 23 05 54 13 36.60024 -75.55672 18.568
2754 2015 10 23 05 57 19 36.59505 -75.55073 18.504
2755 2015 10 23 06 00 25 36.58997 -75.54474 18.415
2756 2015 10 23 06 03 32 36.58483 -75.53874 18.355
2757 2015 10 23 06 06 39 36.57971 -75.53276 18.363
2758 2015 10 23 06 09 45 36.57455 -75.52675 18.395
2759 2015 10 23 06 12 51 36.56940 -75.52071 18.467
2760 2015 10 23 06 15 58 36.56428 -75.51471 18.523
2761 2015 10 23 06 19 04 36.55917 -75.50866 18.779
2762 2015 10 23 06 25 17 36.54900 -75.49664 18.690
2763 2015 10 23 06 28 24 36.54389 -75.49057 18.779
2764 2015 10 23 06 31 30 36.53877 -75.48441 18.821
2765 2015 10 23 06 34 37 36.53364 -75.47823 19.020
2766 2015 10 23 06 40 51 36.52369 -75.46607 19.412
2767 2015 10 23 06 43 57 36.51879 -75.46024 19.384
2768 2015 10 23 06 47 03 36.51395 -75.45442 19.379
2769 2015 10 23 06 56 22 36.49920 -75.43676 19.430
2770 2015 10 23 06 59 28 36.49438 -75.43103 19.475
2771 2015 10 23 07 05 41 36.48463 -75.41935 19.613
2772 2015 10 23 07 08 47 36.47986 -75.41351 19.554
2773 2015 10 23 07 11 53 36.47517 -75.40754 19.766
2774 2015 10 23 07 15 00 36.47037 -75.40142 19.475
2775 2015 10 23 07 18 06 36.46556 -75.39535 19.418
2776 2015 10 23 07 24 19 36.45624 -75.38327 19.390
2777 2015 10 23 07 30 32 36.44693 -75.37102 19.453
2778 2015 10 23 07 36 45 36.43745 -75.35869 19.597
2779 2015 10 23 07 39 52 36.43265 -75.35247 19.871
2780 2015 10 23 07 49 11 36.41839 -75.33399 20.044
2781 2015 10 23 07 52 18 36.41364 -75.32793 20.039
2782 2015 10 23 07 55 25 36.40896 -75.32176 20.055
2783 2015 10 23 07 58 32 36.40434 -75.31548 19.993
2784 2015 10 23 08 04 46 36.39496 -75.30269 20.270
2785 2015 10 23 08 29 39 36.35776 -75.25221 20.292
2786 2015 10 23 08 32 46 36.35313 -75.24607 20.289
2787 2015 10 23 08 42 04 36.33922 -75.22768 20.187
2788 2015 10 23 08 45 11 36.33452 -75.22159 20.216
2789 2015 10 23 08 48 19 36.32983 -75.21554 20.282
2790 2015 10 23 08 51 25 36.32510 -75.20943 20.339
2791 2015 10 23 08 57 39 36.31581 -75.19736 20.463
2792 2015 10 23 09 00 46 36.31108 -75.19126 20.430
2793 2015 10 23 09 03 52 36.30651 -75.18531 20.723
2794 2015 10 23 09 06 59 36.30187 -75.17922 20.606
2795 2015 10 23 09 10 06 36.29715 -75.17332 20.704
2796 2015 10 23 09 13 12 36.29248 -75.16751 20.760
2797 2015 10 23 09 16 19 36.28769 -75.16164 20.627
2798 2015 10 23 09 22 33 36.27803 -75.14972 20.606
2799 2015 10 23 09 25 39 36.27314 -75.14377 20.638
2800 2015 10 23 09 28 46 36.26821 -75.13780 20.558
2801 2015 10 23 09 31 52 36.26327 -75.13185 20.523
2802 2015 10 23 09 34 59 36.25830 -75.12584 20.472
2803 2015 10 23 09 38 06 36.25333 -75.11978 20.499
2804 2015 10 23 09 41 13 36.24839 -75.11374 20.672
2805 2015 10 23 09 44 19 36.24336 -75.10768 20.403
2806 2015 10 23 09 47 26 36.23827 -75.10157 20.434
2807 2015 10 23 09 53 47 36.22742 -75.08994 20.412
2808 2015 10 23 09 56 56 36.22186 -75.08414 20.445
2809 2015 10 23 10 00 07 36.21632 -75.07834 20.391
2810 2015 10 23 10 06 25 36.20521 -75.06673 20.415
2811 2015 10 23 10 15 55 36.19073 -75.05153 20.255
2812 2015 10 23 10 19 06 36.18789 -75.04838 20.307
2813 2015 10 23 10 25 26 36.18317 -75.04363 20.279
2814 2015 10 23 10 28 36 36.18276 -75.04257 20.505
2815 2015 10 23 10 31 45 36.18261 -75.04305 20.327
2816 2015 10 23 10 34 54 36.18356 -75.04631 20.360
2817 2015 10 23 10 38 03 36.18488 -75.04763 20.331
2818 2015 10 23 10 41 13 36.18467 -75.04848 20.331
2819 2015 10 23 10 47 27 36.17826 -75.04102 20.258
2820 2015 10 23 10 53 40 36.17175 -75.03282 20.226
2821 2015 10 23 10 59 54 36.17563 -75.03171 20.330
2822 2015 10 23 11 09 14 36.18059 -75.03963 20.292
2823 2015 10 23 11 12 20 36.18209 -75.04245 20.296
2824 2015 10 23 11 21 39 36.18499 -75.05030 20.300
2825 2015 10 23 11 30 57 36.18346 -75.03939 20.269
2826 2015 10 23 11 37 10 36.18721 -75.04423 20.166
2827 2015 10 23 11 55 13 36.18268 -75.04382 20.102
2828 2015 10 23 11 58 19 36.18093 -75.04377 20.247
2829 2015 10 23 12 01 25 36.17902 -75.04138 20.293
2830 2015 10 23 12 04 31 36.17785 -75.03976 20.293
2831 2015 10 23 12 07 38 36.17706 -75.03858 20.293
2832 2015 10 23 12 13 49 36.17571 -75.03649 20.268
2833 2015 10 23 12 16 56 36.17507 -75.03528 20.266
2834 2015 10 23 12 20 03 36.17506 -75.03698 20.315
2835 2015 10 23 12 23 10 36.17276 -75.03910 20.254
2836 2015 10 23 12 32 30 36.17474 -75.04148 20.328
2837 2015 10 23 12 38 43 36.18001 -75.04155 20.243
2838 2015 10 23 12 41 49 36.18277 -75.03965 20.223
2839 2015 10 23 12 44 56 36.18537 -75.03735 20.252
2840 2015 10 23 12 51 09 36.18633 -75.04026 20.325
2841 2015 10 23 12 54 17 36.18554 -75.04003 20.388
2842 2015 10 23 12 57 23 36.18478 -75.03945 20.397
2843 2015 10 23 13 00 29 36.18407 -75.03864 20.286
2844 2015 10 23 13 03 36 36.18345 -75.03789 20.458
2845 2015 10 23 13 06 43 36.18279 -75.03711 20.482
2846 2015 10 23 13 09 49 36.18209 -75.03628 20.405
2847 2015 10 23 13 19 08 36.17978 -75.03372 20.325
2848 2015 10 23 13 22 15 36.17902 -75.03289 20.429
2849 2015 10 23 13 25 21 36.17829 -75.03209 20.389
2850 2015 10 23 13 28 28 36.17748 -75.03127 20.508
2851 2015 10 23 13 34 42 36.17762 -75.03475 20.410
2852 2015 10 23 13 37 49 36.17743 -75.03588 20.372
2853 2015 10 23 13 44 01 36.17599 -75.03551 20.385
2854 2015 10 23 13 47 08 36.17507 -75.03465 20.346
2855 2015 10 23 13 50 14 36.17411 -75.03377 20.450
2856 2015 10 23 13 53 20 36.17308 -75.03278 20.463
2857 2015 10 23 13 56 26 36.17202 -75.03172 20.426
2858 2015 10 23 14 02 38 36.17146 -75.03325 20.477
2859 2015 10 23 14 05 44 36.17293 -75.03862 20.419
2860 2015 10 23 14 11 56 36.17783 -75.04603 20.409
2861 2015 10 23 14 15 02 36.17980 -75.04439 20.360
2862 2015 10 23 14 18 08 36.18194 -75.04152 20.362
2863 2015 10 23 14 21 15 36.18329 -75.04017 20.284
2864 2015 10 23 14 27 28 36.18138 -75.03061 20.762
2865 2015 10 23 14 36 49 36.17910 -75.00580 21.613
2866 2015 10 23 14 44 57 36.17710 -74.98540 21.410
2867 2015 10 23 14 48 03 36.17636 -74.97776 21.245
2868 2015 10 23 14 51 09 36.17564 -74.97019 20.854
2869 2015 10 23 14 57 22 36.17427 -74.95519 20.442
2870 2015 10 23 15 18 54 36.18288 -74.90433 20.757
2871 2015 10 23 15 25 07 36.18382 -74.88875 20.852
2872 2015 10 23 15 31 19 36.18269 -74.88210 20.885
2873 2015 10 23 15 40 37 36.18438 -74.88274 20.850
2874 2015 10 23 15 43 43 36.18404 -74.88289 20.876
2875 2015 10 23 15 49 57 36.18340 -74.88339 20.816
2876 2015 10 23 15 53 03 36.18286 -74.88375 20.824
2877 2015 10 23 15 56 11 36.18168 -74.88409 20.924
2878 2015 10 23 15 59 17 36.18031 -74.88440 20.914
2879 2015 10 23 16 02 23 36.17887 -74.88475 20.928
2880 2015 10 23 16 05 30 36.17755 -74.88507 20.938
2881 2015 10 23 16 08 36 36.17629 -74.88539 20.916
2882 2015 10 23 16 17 53 36.17241 -74.88648 20.941
2883 2015 10 23 16 24 04 36.16980 -74.88739 20.872
2884 2015 10 23 16 27 10 36.16918 -74.88787 20.933
2885 2015 10 23 16 39 36 36.16695 -74.89028 21.062
2886 2015 10 23 16 42 43 36.17020 -74.88483 20.998
2887 2015 10 23 16 52 04 36.17861 -74.86743 20.848
2888 2015 10 23 16 55 12 36.18367 -74.86356 20.709
2889 2015 10 23 16 58 19 36.18351 -74.85554 20.779
2890 2015 10 23 17 01 25 36.18327 -74.84753 20.792
2891 2015 10 23 17 04 31 36.18284 -74.83948 20.698
2892 2015 10 23 17 07 38 36.18238 -74.83134 20.784
2893 2015 10 23 17 10 44 36.18218 -74.82307 20.701
2894 2015 10 23 17 16 56 36.18228 -74.80671 20.867
2895 2015 10 23 17 23 08 36.18253 -74.79056 20.935
2896 2015 10 23 17 26 15 36.18298 -74.78248 20.762
2897 2015 10 23 17 32 28 36.18367 -74.76624 21.190
2898 2015 10 23 17 41 48 36.18446 -74.74203 21.642
2899 2015 10 23 17 44 55 36.18476 -74.73374 21.533
2900 2015 10 23 17 51 08 36.18434 -74.71991 21.461
2901 2015 10 23 17 57 21 36.18426 -74.71706 21.583
2902 2015 10 23 18 00 27 36.18407 -74.71707 21.601
2903 2015 10 23 18 06 40 36.18340 -74.71711 21.697
2904 2015 10 23 18 09 46 36.18311 -74.71693 21.694
2905 2015 10 23 18 16 00 36.18171 -74.71688 21.760
2906 2015 10 23 18 22 12 36.18132 -74.71654 21.783
2907 2015 10 23 18 25 19 36.18031 -74.71694 21.873
2908 2015 10 23 18 34 41 36.17932 -74.71750 22.153
2909 2015 10 23 18 43 59 36.17768 -74.71761 22.159
2910 2015 10 23 18 53 19 36.18193 -74.71609 22.521
2911 2015 10 23 18 56 25 36.18245 -74.71957 22.498
2912 2015 10 23 18 59 31 36.18339 -74.72483 22.384
2913 2015 10 23 19 02 38 36.18367 -74.72913 21.890
2914 2015 10 23 19 05 45 36.18414 -74.73307 21.962
2915 2015 10 23 19 08 51 36.18487 -74.73849 21.494
2916 2015 10 23 19 15 04 36.18473 -74.75438 21.570
2917 2015 10 23 19 18 10 36.18444 -74.76239 21.648
2918 2015 10 23 19 21 16 36.18406 -74.77049 21.521
2919 2015 10 23 19 24 23 36.18373 -74.77886 21.446
2920 2015 10 23 19 30 35 36.18319 -74.79541 21.236
2921 2015 10 23 19 36 48 36.18281 -74.81200 20.727
2922 2015 10 23 19 49 14 36.18300 -74.84507 21.086
2923 2015 10 23 19 52 20 36.18326 -74.85335 21.192
2924 2015 10 23 19 55 26 36.18347 -74.86171 20.924
2925 2015 10 23 20 07 54 36.18478 -74.89527 20.922
2926 2015 10 23 20 11 00 36.18522 -74.90345 20.931
2927 2015 10 23 20 23 26 36.18666 -74.93646 20.994
2928 2015 10 23 20 26 33 36.18632 -74.94478 21.047
2929 2015 10 23 20 29 39 36.18575 -74.95258 21.274
2930 2015 10 23 20 32 47 36.18493 -74.96061 21.588
2931 2015 10 23 20 48 21 36.18289 -74.99982 21.457
2932 2015 10 23 20 51 28 36.18310 -75.00764 21.927
2933 2015 10 23 20 54 34 36.18299 -75.01568 22.157
2934 2015 10 23 20 57 41 36.18296 -75.02410 22.359
2935 2015 10 24 00 38 19 36.18137 -74.71822 23.485
2936 2015 10 24 00 41 25 36.18072 -74.71908 23.511
2937 2015 10 24 00 44 31 36.17997 -74.71958 23.578
2938 2015 10 24 00 47 37 36.18157 -74.71869 23.548
2939 2015 10 24 00 50 43 36.18290 -74.71797 23.555
2940 2015 10 24 00 53 49 36.18436 -74.71723 23.564
2941 2015 10 24 00 56 55 36.18562 -74.71663 23.579
2942 2015 10 24 01 00 01 36.18709 -74.71586 23.584
2943 2015 10 24 01 03 08 36.18851 -74.71520 23.629
2944 2015 10 24 01 06 14 36.19008 -74.71448 23.646
2945 2015 10 24 01 09 20 36.19044 -74.71431 23.641
2946 2015 10 24 01 12 27 36.18861 -74.71522 23.655
2947 2015 10 24 01 18 40 36.18640 -74.71750 23.225
2948 2015 10 24 01 21 46 36.18786 -74.72594 22.997
2949 2015 10 24 01 24 53 36.18778 -74.73552 22.784
2950 2015 10 24 01 28 00 36.18762 -74.74527 22.612
2951 2015 10 24 01 31 07 36.18749 -74.75498 22.380
2952 2015 10 24 01 34 13 36.18715 -74.76459 22.118
2953 2015 10 24 01 43 32 36.18631 -74.79277 21.655
2954 2015 10 24 01 46 39 36.18601 -74.80182 21.434
2955 2015 10 24 01 49 46 36.18565 -74.80797 21.324
2956 2015 10 24 01 55 59 36.18490 -74.82041 21.143
2957 2015 10 24 01 59 05 36.18446 -74.82660 21.138
2958 2015 10 24 02 05 18 36.18369 -74.83987 21.164
2959 2015 10 24 02 11 31 36.18310 -74.85380 21.134
2960 2015 10 24 02 14 37 36.18285 -74.86108 21.128
2961 2015 10 24 02 17 44 36.18268 -74.86847 21.209
2962 2015 10 24 02 28 59 36.18255 -74.89521 21.176
2963 2015 10 24 02 32 06 36.18260 -74.90267 21.558
2964 2015 10 24 02 35 13 36.18264 -74.91009 21.437
2965 2015 10 24 02 38 19 36.18265 -74.91742 21.527
2966 2015 10 24 02 44 32 36.18264 -74.93220 21.091
2967 2015 10 24 02 47 38 36.18267 -74.93960 21.901
2968 2015 10 24 02 50 45 36.18258 -74.94714 21.847
2969 2015 10 24 02 53 52 36.18238 -74.95464 21.712
2970 2015 10 24 02 56 58 36.18199 -74.96218 21.282
2971 2015 10 24 03 00 04 36.18156 -74.96965 21.306
2972 2015 10 24 03 03 11 36.18155 -74.97695 21.254
2973 2015 10 24 03 09 24 36.18194 -74.99178 21.550
2974 2015 10 24 03 12 31 36.18215 -74.99929 21.610
2975 2015 10 24 03 15 38 36.18230 -75.00678 21.758
2976 2015 10 24 03 21 51 36.18264 -75.02180 21.897
2977 2015 10 24 03 28 04 36.18301 -75.03704 22.186
2978 2015 10 24 03 31 11 36.18314 -75.04069 22.182
2979 2015 10 24 03 34 17 36.18331 -75.04013 22.279
2980 2015 10 24 03 46 43 36.18204 -75.04155 22.236
2981 2015 10 24 03 49 49 36.18155 -75.04227 22.496
2982 2015 10 24 03 52 56 36.18178 -75.04212 22.208
2983 2015 10 24 03 56 03 36.18129 -75.04252 22.190
2984 2015 10 24 03 59 10 36.18118 -75.04300 22.119
2985 2015 10 24 04 02 16 36.18193 -75.04273 22.390
2986 2015 10 24 04 05 22 36.18253 -75.04259 22.107
2987 2015 10 24 04 08 28 36.18255 -75.04281 22.180
2988 2015 10 24 04 11 34 36.18077 -75.04404 22.129
2989 2015 10 24 04 14 41 36.18117 -75.04396 22.040
2990 2015 10 24 04 17 47 36.18234 -75.04336 22.009
2991 2015 10 24 04 27 07 36.18275 -75.04371 21.972
2992 2015 10 24 04 30 13 36.18235 -75.04399 21.917
2993 2015 10 24 04 33 20 36.18398 -75.04205 21.938
2994 2015 10 24 04 39 33 36.18291 -75.04282 21.981
2995 2015 10 24 04 42 40 36.18326 -75.04228 21.983
2996 2015 10 24 04 45 47 36.18361 -75.04176 22.015
2997 2015 10 24 04 48 54 36.18295 -75.04235 22.075
2998 2015 10 24 06 21 36 36.18426 -74.88257 21.173
2999 2015 10 24 06 24 43 36.18305 -74.88352 20.872
3000 2015 10 24 06 27 50 36.18293 -74.88363 20.931
3001 2015 10 24 06 30 56 36.18412 -74.88262 21.292
3002 2015 10 24 06 43 50 36.18430 -74.88313 21.358
3003 2015 10 24 06 56 16 36.18286 -74.88554 21.555
3004 2015 10 24 06 59 22 36.18326 -74.88524 21.644
3005 2015 10 24 07 02 29 36.18347 -74.88490 21.945
3006 2015 10 24 08 25 04 36.18255 -74.71718 23.509
3007 2015 10 24 08 28 10 36.18249 -74.71719 23.509
3008 2015 10 24 08 34 23 36.18298 -74.71676 23.373
3009 2015 10 24 08 40 36 36.18303 -74.71667 23.325
3010 2015 10 24 08 43 42 36.18308 -74.71633 23.272
3011 2015 10 24 08 46 48 36.18220 -74.71681 23.300
3012 2015 10 24 08 56 07 36.18259 -74.72265 23.274
3013 2015 10 24 08 59 14 36.18295 -74.73047 23.321
3014 2015 10 24 09 05 27 36.18392 -74.74612 22.734
3015 2015 10 24 09 08 34 36.18442 -74.75389 22.506
3016 2015 10 24 09 11 41 36.18486 -74.76172 22.305
3017 2015 10 24 09 21 00 36.18603 -74.78492 21.752
3018 2015 10 24 09 24 07 36.18622 -74.79282 21.606
3019 2015 10 24 09 27 14 36.18638 -74.80061 21.388
3020 2015 10 24 09 30 20 36.18654 -74.80830 21.270
3021 2015 10 24 09 36 33 36.18674 -74.82325 21.310
3022 2015 10 24 09 39 39 36.18683 -74.83076 21.126
3023 2015 10 24 09 42 46 36.18693 -74.83844 21.090
3024 2015 10 24 09 45 52 36.18706 -74.84610 20.793
3025 2015 10 24 09 48 59 36.18721 -74.85391 20.576
3026 2015 10 24 09 52 05 36.18739 -74.86174 20.528
3027 2015 10 24 09 55 11 36.18762 -74.86968 20.541
3028 2015 10 24 09 58 18 36.18789 -74.87758 20.838
3029 2015 10 24 10 01 25 36.18778 -74.88560 20.563
3030 2015 10 24 10 04 31 36.18759 -74.89359 20.667
3031 2015 10 24 10 07 37 36.18747 -74.90167 20.912
3032 2015 10 24 10 10 44 36.18714 -74.90966 20.921
3033 2015 10 24 10 13 51 36.18679 -74.91767 21.047
3034 2015 10 24 10 16 58 36.18646 -74.92579 21.089
3035 2015 10 24 10 23 11 36.18590 -74.94250 20.982
3036 2015 10 24 10 26 18 36.18558 -74.95086 20.901
3037 2015 10 24 10 29 25 36.18523 -74.95915 20.842
3038 2015 10 24 10 32 31 36.18485 -74.96732 20.791
3039 2015 10 24 10 38 44 36.18418 -74.98398 20.349
3040 2015 10 24 10 41 51 36.18376 -74.99249 20.528
3041 2015 10 24 10 48 03 36.18347 -75.00968 20.565
3042 2015 10 24 10 51 10 36.18352 -75.01820 20.593
3043 2015 10 24 10 54 17 36.18352 -75.02673 20.573
3044 2015 10 24 10 57 23 36.18347 -75.03500 20.558
3045 2015 10 24 11 00 30 36.18351 -75.04320 20.572
3046 2015 10 24 11 03 37 36.18319 -75.04494 20.767
3047 2015 10 24 11 06 44 36.18207 -75.04565 20.828
3048 2015 10 24 11 09 50 36.17972 -75.04667 20.947
3049 2015 10 24 11 12 57 36.17485 -75.05156 21.045
3050 2015 10 24 11 16 04 36.17384 -75.05483 21.149
3051 2015 10 24 11 19 10 36.17421 -75.05250 21.333
3052 2015 10 24 11 25 22 36.17492 -75.06695 21.517
3053 2015 10 24 11 31 35 36.17339 -75.06955 21.844
3054 2015 10 24 11 34 43 36.17329 -75.06969 21.845
3055 2015 10 24 11 47 09 36.17404 -75.06962 22.053
3056 2015 10 24 11 53 22 36.17347 -75.06986 22.423
3057 2015 10 24 11 59 36 36.17195 -75.06918 21.918
3058 2015 10 24 12 13 59 36.17234 -75.05241 21.153
3059 2015 10 24 12 23 19 36.17474 -75.05141 21.259
3060 2015 10 24 12 26 25 36.17695 -75.05225 21.288
3061 2015 10 24 12 39 22 36.17476 -75.05469 21.400
3062 2015 10 24 12 42 29 36.17420 -75.05493 21.437
3063 2015 10 24 13 00 25 36.18130 -75.04640 21.221
3064 2015 10 24 13 03 32 36.18072 -75.04674 21.234
3065 2015 10 24 13 06 39 36.18021 -75.04695 21.249
3066 2015 10 24 13 09 45 36.17933 -75.04743 21.271
3067 2015 10 24 13 12 52 36.17850 -75.04792 21.339
3068 2015 10 24 13 25 18 36.18077 -75.04487 21.019
3069 2015 10 24 13 31 31 36.18242 -75.04287 20.890
3070 2015 10 24 13 34 37 36.18242 -75.04248 21.091
3071 2015 10 24 13 37 44 36.18188 -75.04267 21.073
3072 2015 10 24 13 43 57 36.18103 -75.04309 20.984
3073 2015 10 24 13 47 03 36.18061 -75.04314 21.012
3074 2015 10 24 13 50 10 36.18016 -75.04331 21.134
3075 2015 10 24 13 59 29 36.18024 -75.04225 21.100
3076 2015 10 24 14 02 36 36.18307 -75.04160 21.099
3077 2015 10 24 14 05 42 36.18747 -75.04395 20.853
3078 2015 10 24 14 08 48 36.18746 -75.03739 20.944
3079 2015 10 24 14 11 55 36.18669 -75.03004 21.140
3080 2015 10 24 14 18 08 36.18505 -75.01504 20.812
3081 2015 10 24 14 21 14 36.18426 -75.00767 20.339
3082 2015 10 24 14 24 21 36.18357 -75.00038 20.341
3083 2015 10 24 15 06 40 36.18275 -74.90298 20.492
3084 2015 10 24 15 21 30 36.18304 -74.87985 20.524
3085 2015 10 24 15 24 36 36.18181 -74.88044 20.533
3086 2015 10 24 15 27 43 36.18066 -74.88089 20.541
3087 2015 10 24 15 30 50 36.18047 -74.88053 20.556
3088 2015 10 24 15 33 57 36.18057 -74.87994 20.601
3089 2015 10 24 15 37 03 36.18088 -74.87939 20.633
3090 2015 10 24 15 43 16 36.18098 -74.87873 20.809
3091 2015 10 24 15 49 29 36.18117 -74.87782 20.932
3092 2015 10 24 15 52 37 36.18136 -74.87735 20.888
3093 2015 10 24 15 55 43 36.18128 -74.87707 20.980
3094 2015 10 24 15 58 49 36.18073 -74.87717 21.001
3095 2015 10 24 16 05 03 36.18062 -74.87681 21.065
3096 2015 10 24 16 11 15 36.18007 -74.87685 21.337
3097 2015 10 24 16 20 34 36.18230 -74.85928 21.698
3098 2015 10 24 17 23 25 36.18383 -74.71651 23.026
3099 2015 10 24 17 26 32 36.18360 -74.71681 23.250
3100 2015 10 24 17 29 38 36.18328 -74.71697 23.464
3101 2015 10 24 17 32 44 36.18295 -74.71717 23.395
3102 2015 10 24 17 35 51 36.18270 -74.71739 23.455
3103 2015 10 24 17 38 58 36.18272 -74.71740 23.475
3104 2015 10 24 17 45 12 36.18188 -74.71812 23.432
3105 2015 10 24 17 48 18 36.18158 -74.71836 23.475
3106 2015 10 24 17 51 24 36.18126 -74.71853 23.398
3107 2015 10 24 17 57 37 36.18108 -74.71812 23.433
3108 2015 10 24 18 13 07 36.17909 -74.72009 23.449
3109 2015 10 24 18 16 14 36.18176 -74.72132 23.443
3110 2015 10 24 18 19 21 36.18353 -74.72809 23.593
3111 2015 10 24 18 22 28 36.18356 -74.73597 23.715
3112 2015 10 24 18 28 41 36.18344 -74.75193 23.484
3113 2015 10 24 18 31 48 36.18338 -74.75998 23.669
3114 2015 10 24 18 41 09 36.18322 -74.78275 23.379
3115 2015 10 24 18 44 18 36.18316 -74.78993 23.488
3116 2015 10 24 18 47 24 36.18313 -74.79720 23.687
3117 2015 10 24 18 50 31 36.18303 -74.80457 23.636
3118 2015 10 24 18 53 37 36.18293 -74.81227 23.587
3119 2015 10 24 18 56 43 36.18277 -74.81978 23.557
