%Runtime 20151211,  Coefs: 0.9806 / 0.077
%nrec yyyy MM dd hh mm ss lat lon Ts
1176 2015 10 17 03 04 21 36.18588 -75.70687 19.756
1177 2015 10 17 03 07 27 36.18590 -75.70873 19.654
1178 2015 10 17 03 13 40 36.18567 -75.71003 19.750
1179 2015 10 17 03 23 00 36.18489 -75.70817 19.629
1180 2015 10 17 03 26 06 36.18458 -75.70826 19.578
1181 2015 10 17 03 29 14 36.18423 -75.70869 19.540
1182 2015 10 17 03 32 21 36.18394 -75.70927 19.653
1183 2015 10 17 03 35 28 36.18372 -75.70992 19.600
1184 2015 10 17 03 41 40 36.18336 -75.71116 19.534
1185 2015 10 17 03 44 46 36.18322 -75.71177 19.366
1186 2015 10 17 03 50 59 36.18285 -75.71282 19.464
1187 2015 10 17 03 54 06 36.18263 -75.71336 19.708
1188 2015 10 17 03 57 12 36.18239 -75.71344 19.750
1189 2015 10 17 04 00 19 36.18213 -75.71247 19.719
1190 2015 10 17 04 06 32 36.18157 -75.71014 19.747
1191 2015 10 17 04 09 38 36.18129 -75.70890 19.745
1192 2015 10 17 04 12 44 36.18101 -75.70757 19.764
1193 2015 10 17 04 15 50 36.18069 -75.70628 19.765
1194 2015 10 17 04 18 57 36.18039 -75.70492 19.713
1195 2015 10 17 04 25 10 36.17984 -75.70230 19.670
1196 2015 10 17 04 31 22 36.17921 -75.69959 19.677
1197 2015 10 17 04 37 34 36.17861 -75.69706 19.697
1198 2015 10 17 04 40 41 36.17832 -75.69573 19.533
1199 2015 10 17 04 43 47 36.17809 -75.69572 19.585
1200 2015 10 17 04 46 54 36.17811 -75.69708 19.640
1201 2015 10 17 04 50 00 36.17817 -75.69871 19.666
1202 2015 10 17 05 05 32 36.17870 -75.70665 19.591
1203 2015 10 17 05 17 57 36.17894 -75.71086 19.630
1204 2015 10 17 05 21 03 36.17874 -75.71009 19.718
1205 2015 10 17 05 24 10 36.17857 -75.70950 19.855
1206 2015 10 17 05 33 30 36.17809 -75.70766 19.665
1207 2015 10 17 05 36 36 36.17793 -75.70688 19.637
1208 2015 10 17 05 42 50 36.17757 -75.70533 19.642
1209 2015 10 17 05 45 57 36.17736 -75.70452 19.668
1210 2015 10 17 05 55 16 36.17672 -75.70224 19.639
1211 2015 10 17 06 17 28 36.17758 -75.65117 19.921
1212 2015 10 17 06 26 48 36.17766 -75.62421 20.078
1213 2015 10 17 06 41 08 36.17887 -75.58283 20.500
1214 2015 10 17 06 53 52 36.18048 -75.54586 20.753
1215 2015 10 17 06 56 59 36.18086 -75.53690 20.842
1216 2015 10 17 07 03 13 36.18161 -75.51912 20.919
1217 2015 10 17 07 06 20 36.18196 -75.51034 20.873
1218 2015 10 17 07 15 39 36.18322 -75.48423 20.896
1219 2015 10 17 07 18 46 36.18349 -75.47545 20.921
1220 2015 10 17 07 31 12 36.18429 -75.44070 21.081
1221 2015 10 17 07 34 19 36.18452 -75.43183 21.158
1222 2015 10 17 07 40 32 36.18491 -75.41423 21.092
1223 2015 10 17 07 43 38 36.18596 -75.41143 21.090
1224 2015 10 17 07 46 44 36.18915 -75.40965 21.126
1225 2015 10 17 07 49 50 36.19194 -75.40797 21.182
1226 2015 10 17 07 59 10 36.20015 -75.40297 21.313
1227 2015 10 17 08 05 23 36.20557 -75.39960 21.369
1228 2015 10 17 08 17 47 36.21633 -75.39307 21.173
1229 2015 10 17 08 20 53 36.21894 -75.39145 21.432
1230 2015 10 17 08 24 00 36.21999 -75.39156 21.194
1231 2015 10 17 08 27 07 36.21465 -75.39268 21.199
1232 2015 10 17 08 33 21 36.20552 -75.40133 21.312
1233 2015 10 17 08 36 27 36.20149 -75.40645 21.237
1234 2015 10 17 08 42 41 36.19175 -75.41347 21.065
1235 2015 10 17 08 45 48 36.18637 -75.41571 21.007
1236 2015 10 17 08 48 55 36.18103 -75.41793 20.995
1237 2015 10 17 08 52 03 36.17719 -75.41811 21.014
1238 2015 10 17 08 55 09 36.17972 -75.41644 21.032
1239 2015 10 17 09 01 21 36.18540 -75.41391 21.113
1240 2015 10 17 09 04 28 36.18835 -75.41262 21.160
1241 2015 10 17 09 07 35 36.19125 -75.41131 21.131
1242 2015 10 17 09 10 42 36.19411 -75.41005 21.176
1243 2015 10 17 09 13 49 36.19693 -75.40878 21.199
1244 2015 10 17 09 20 02 36.20256 -75.40620 21.240
1245 2015 10 17 09 23 08 36.20521 -75.40496 21.224
1246 2015 10 17 09 41 47 36.22233 -75.39754 21.174
1247 2015 10 17 09 44 53 36.22516 -75.39632 21.152
1248 2015 10 17 09 48 00 36.22803 -75.39508 21.132
1249 2015 10 17 09 51 07 36.23082 -75.39382 21.147
1250 2015 10 17 09 54 13 36.23321 -75.39304 21.116
1251 2015 10 17 09 57 20 36.23062 -75.39508 21.089
1252 2015 10 17 10 00 26 36.22754 -75.39738 21.096
1253 2015 10 17 10 03 33 36.22463 -75.39956 21.113
1254 2015 10 17 10 09 46 36.21873 -75.40396 21.029
1255 2015 10 17 10 19 06 36.20818 -75.41197 20.990
1256 2015 10 17 10 31 33 36.19130 -75.42498 20.855
1257 2015 10 17 10 37 46 36.17929 -75.42890 20.805
1258 2015 10 17 10 40 53 36.17492 -75.42901 20.839
1259 2015 10 17 10 43 59 36.17416 -75.42876 20.922
1260 2015 10 17 10 47 06 36.17416 -75.42889 20.840
1261 2015 10 17 10 56 26 36.17432 -75.42735 20.815
1262 2015 10 17 10 59 33 36.17465 -75.42704 20.945
1263 2015 10 17 11 02 40 36.17436 -75.42750 20.844
1264 2015 10 17 11 05 46 36.17387 -75.42798 20.830
1265 2015 10 17 11 08 53 36.17388 -75.42826 20.865
1266 2015 10 17 11 12 00 36.17383 -75.42840 20.981
1267 2015 10 17 11 15 07 36.17343 -75.42867 21.047
1268 2015 10 17 11 18 13 36.17315 -75.42895 21.000
1269 2015 10 17 11 24 26 36.17450 -75.42917 20.842
1270 2015 10 17 11 27 32 36.17444 -75.42953 20.743
1271 2015 10 17 11 36 51 36.17553 -75.42946 20.660
1272 2015 10 17 11 39 58 36.17494 -75.42959 20.865
1273 2015 10 17 11 52 22 36.17661 -75.42827 20.982
1274 2015 10 17 12 01 43 36.17508 -75.42849 20.913
1275 2015 10 17 12 27 23 36.17595 -75.43108 20.789
1276 2015 10 17 12 30 30 36.17675 -75.43140 20.747
1277 2015 10 17 12 33 37 36.17744 -75.43157 20.878
1278 2015 10 17 12 36 43 36.17723 -75.43163 20.778
1279 2015 10 17 13 10 33 36.18590 -75.43181 21.103
1280 2015 10 17 13 13 40 36.18595 -75.44037 20.876
1281 2015 10 17 13 16 46 36.18603 -75.44876 20.857
1282 2015 10 17 13 22 59 36.18635 -75.46562 20.813
1283 2015 10 17 13 26 06 36.18639 -75.47406 20.852
1284 2015 10 17 13 29 14 36.18634 -75.48253 20.905
1285 2015 10 17 13 32 20 36.18641 -75.49101 21.043
1286 2015 10 17 13 35 27 36.18646 -75.49949 21.010
1287 2015 10 17 13 38 33 36.18650 -75.50778 20.803
1288 2015 10 17 13 47 51 36.18649 -75.53264 20.510
1289 2015 10 17 13 50 58 36.18624 -75.54082 20.574
1290 2015 10 17 13 54 04 36.18621 -75.54923 20.475
1291 2015 10 17 13 57 11 36.18624 -75.55777 20.430
1292 2015 10 17 14 00 18 36.18627 -75.56640 20.400
1293 2015 10 17 14 03 24 36.18628 -75.57489 20.119
1294 2015 10 17 14 06 30 36.18634 -75.58325 20.284
1295 2015 10 17 14 09 37 36.18642 -75.59160 20.276
1296 2015 10 17 14 12 44 36.18645 -75.59997 19.881
1297 2015 10 17 14 15 52 36.18650 -75.60836 19.882
1298 2015 10 17 14 19 03 36.18661 -75.61700 19.875
1299 2015 10 17 14 22 09 36.18676 -75.62551 19.770
1300 2015 10 17 14 25 15 36.18698 -75.63400 19.761
1301 2015 10 17 14 28 21 36.18720 -75.64246 19.776
1302 2015 10 17 14 31 28 36.18743 -75.65099 19.791
1303 2015 10 17 14 43 53 36.18818 -75.68521 19.701
1304 2015 10 17 14 46 59 36.18811 -75.69384 19.697
1305 2015 10 17 14 53 11 36.18792 -75.70359 19.641
1306 2015 10 17 14 56 17 36.18716 -75.70359 19.693
1307 2015 10 17 14 59 24 36.18638 -75.70306 19.504
1308 2015 10 17 15 02 30 36.18574 -75.70289 19.690
1309 2015 10 17 15 08 42 36.18373 -75.70262 19.726
1310 2015 10 17 15 11 48 36.18334 -75.70260 19.679
1311 2015 10 17 15 14 54 36.18412 -75.70276 19.787
1312 2015 10 17 15 27 21 36.18612 -75.70329 19.681
1313 2015 10 17 15 33 36 36.18916 -75.70385 19.706
1314 2015 10 17 15 36 44 36.19082 -75.70419 19.760
1315 2015 10 17 15 46 03 36.19568 -75.70515 19.685
1316 2015 10 17 15 49 10 36.19646 -75.70540 19.625
1317 2015 10 17 15 52 16 36.19622 -75.70553 19.801
1318 2015 10 17 15 55 23 36.19555 -75.70552 19.731
1319 2015 10 17 15 58 29 36.19480 -75.70549 19.711
1320 2015 10 17 16 07 49 36.19226 -75.70557 19.748
1321 2015 10 17 16 10 55 36.19146 -75.70553 19.792
1322 2015 10 17 16 14 01 36.19090 -75.70550 19.748
1323 2015 10 17 16 20 14 36.19193 -75.68914 19.721
1324 2015 10 17 16 23 21 36.19117 -75.67948 19.701
1325 2015 10 17 16 26 27 36.19035 -75.66986 19.709
1326 2015 10 17 16 35 47 36.18807 -75.64103 19.823
1327 2015 10 17 16 42 00 36.18757 -75.62147 20.052
1328 2015 10 17 16 48 14 36.18675 -75.60179 19.967
1329 2015 10 17 16 59 29 36.18596 -75.56567 20.368
1330 2015 10 17 17 02 36 36.18574 -75.55572 20.370
1331 2015 10 17 17 08 49 36.18535 -75.53571 20.773
1332 2015 10 17 17 11 56 36.18520 -75.52581 20.934
1333 2015 10 17 17 15 02 36.18505 -75.51596 21.019
1334 2015 10 17 17 18 08 36.18505 -75.50615 21.108
1335 2015 10 17 17 21 15 36.18517 -75.49637 21.127
1336 2015 10 17 17 24 21 36.18528 -75.48649 21.112
1337 2015 10 17 17 27 28 36.18550 -75.47676 21.010
1338 2015 10 17 17 33 42 36.18543 -75.45740 20.983
1339 2015 10 17 17 39 56 36.18465 -75.43789 20.995
1340 2015 10 17 17 46 08 36.18441 -75.41906 21.101
1341 2015 10 17 17 52 23 36.18631 -75.41836 21.040
1342 2015 10 17 17 55 30 36.18592 -75.41829 21.010
1343 2015 10 17 17 58 36 36.18520 -75.41797 21.003
1344 2015 10 17 18 01 43 36.18449 -75.41752 21.057
1345 2015 10 17 18 07 55 36.18316 -75.41678 21.035
1346 2015 10 17 18 11 02 36.18249 -75.41649 21.103
1347 2015 10 17 18 14 09 36.18183 -75.41620 21.081
1348 2015 10 17 18 17 16 36.18113 -75.41598 21.041
1349 2015 10 17 18 20 23 36.18041 -75.41578 21.067
1350 2015 10 17 18 23 29 36.17967 -75.41557 21.177
1351 2015 10 17 18 26 35 36.17896 -75.41529 21.263
1352 2015 10 17 18 29 42 36.17830 -75.41502 21.044
1353 2015 10 17 18 32 48 36.17771 -75.41494 21.020
1354 2015 10 17 18 35 55 36.17721 -75.41491 21.091
1355 2015 10 17 18 39 02 36.17689 -75.41487 21.055
1356 2015 10 17 18 42 08 36.17741 -75.41519 21.093
1357 2015 10 17 18 45 15 36.17794 -75.41542 21.012
1358 2015 10 17 18 48 21 36.17794 -75.41555 21.004
1359 2015 10 17 18 51 27 36.17772 -75.41564 21.211
1360 2015 10 17 18 54 33 36.17730 -75.41573 21.091
1361 2015 10 17 18 57 38 36.17689 -75.41578 21.045
1362 2015 10 17 19 00 45 36.17636 -75.41585 21.024
1363 2015 10 17 19 06 59 36.17673 -75.41595 20.943
1364 2015 10 17 19 10 06 36.18251 -75.41200 20.794
1365 2015 10 17 19 13 12 36.18332 -75.41002 20.780
1366 2015 10 17 19 16 18 36.18317 -75.40703 20.884
1367 2015 10 17 19 19 25 36.18316 -75.39737 20.916
1368 2015 10 17 19 22 32 36.18322 -75.38868 21.034
1369 2015 10 17 19 28 45 36.18326 -75.37161 21.117
1370 2015 10 17 19 31 51 36.18320 -75.36295 21.123
1371 2015 10 17 19 34 57 36.18316 -75.35432 21.255
1372 2015 10 17 19 38 04 36.18317 -75.34573 21.131
1373 2015 10 17 19 41 11 36.18332 -75.33719 21.223
1374 2015 10 17 19 44 17 36.18348 -75.32886 21.172
1375 2015 10 17 19 47 24 36.18365 -75.32049 21.095
1376 2015 10 17 19 50 30 36.18379 -75.31203 21.089
1377 2015 10 17 19 53 37 36.18388 -75.30360 21.130
1378 2015 10 17 20 21 47 36.18325 -75.22561 21.151
1379 2015 10 17 20 24 53 36.18313 -75.21676 21.078
1380 2015 10 17 20 27 58 36.18303 -75.20789 20.972
1381 2015 10 17 20 31 04 36.18291 -75.19905 20.950
1382 2015 10 17 20 34 10 36.18286 -75.19022 21.035
1383 2015 10 17 20 37 16 36.18284 -75.18139 21.191
1384 2015 10 17 20 40 22 36.18285 -75.17242 21.282
1385 2015 10 17 20 43 28 36.18106 -75.16448 21.148
1386 2015 10 17 20 46 34 36.17803 -75.17111 21.063
1387 2015 10 17 20 49 40 36.17846 -75.18040 21.149
1388 2015 10 17 20 52 46 36.17876 -75.18973 21.147
1389 2015 10 17 20 55 53 36.17897 -75.19917 21.131
1390 2015 10 17 20 58 59 36.17910 -75.20858 21.152
1391 2015 10 17 21 02 05 36.17926 -75.21798 21.149
1392 2015 10 17 21 05 12 36.17940 -75.22742 21.089
1393 2015 10 17 21 08 18 36.17957 -75.23688 21.193
1394 2015 10 17 21 11 24 36.17974 -75.24644 21.057
1395 2015 10 17 21 14 31 36.17993 -75.25604 20.863
1396 2015 10 17 21 17 37 36.18027 -75.26574 20.651
1397 2015 10 17 21 20 43 36.18062 -75.27557 20.750
1398 2015 10 17 21 23 50 36.18095 -75.28540 20.707
1399 2015 10 17 21 26 57 36.18132 -75.29530 20.757
1400 2015 10 17 21 30 03 36.18137 -75.30522 20.681
1401 2015 10 17 21 33 10 36.18085 -75.31516 20.905
1402 2015 10 17 21 36 15 36.18038 -75.32519 21.090
1403 2015 10 17 21 39 21 36.17995 -75.33533 21.255
1404 2015 10 17 21 42 27 36.17950 -75.34525 21.184
1405 2015 10 17 22 03 47 36.17761 -75.41360 20.893
1406 2015 10 17 22 06 53 36.17663 -75.42345 21.034
1407 2015 10 17 22 09 59 36.17593 -75.42902 21.054
1408 2015 10 17 22 13 06 36.17572 -75.42927 21.011
1409 2015 10 17 22 16 13 36.17531 -75.42960 21.055
1410 2015 10 17 22 19 18 36.17486 -75.42994 21.207
1411 2015 10 17 22 22 25 36.17420 -75.42995 21.010
1412 2015 10 17 22 25 31 36.17544 -75.42895 20.917
1413 2015 10 17 22 28 38 36.17575 -75.42882 21.045
1414 2015 10 17 22 31 44 36.17562 -75.42883 21.214
1415 2015 10 17 22 34 51 36.17520 -75.42918 21.207
1416 2015 10 17 22 37 57 36.17490 -75.42964 21.163
1417 2015 10 17 22 41 04 36.17421 -75.43005 20.922
1418 2015 10 17 22 44 10 36.17334 -75.43008 20.939
1419 2015 10 17 22 47 16 36.17278 -75.43024 20.970
1420 2015 10 17 22 50 23 36.17211 -75.43043 21.090
1421 2015 10 17 22 56 35 36.18118 -75.42975 21.014
1422 2015 10 17 22 59 42 36.18252 -75.42065 20.995
1423 2015 10 17 23 05 55 36.18414 -75.41641 21.042
1424 2015 10 17 23 09 00 36.18370 -75.41680 21.053
1425 2015 10 17 23 12 07 36.18317 -75.41710 21.029
1426 2015 10 17 23 15 13 36.18412 -75.41723 20.952
1427 2015 10 17 23 18 20 36.18460 -75.41753 20.936
1428 2015 10 17 23 21 26 36.18497 -75.41779 20.970
1429 2015 10 17 23 24 32 36.18529 -75.41810 21.025
1430 2015 10 17 23 27 38 36.18563 -75.41846 20.880
1431 2015 10 17 23 30 45 36.18590 -75.41884 20.866
1432 2015 10 17 23 33 51 36.18627 -75.41917 20.922
1433 2015 10 17 23 36 58 36.18653 -75.41935 20.890
1434 2015 10 17 23 40 05 36.18690 -75.41952 20.951
1435 2015 10 17 23 43 11 36.18708 -75.41991 20.939
1436 2015 10 17 23 46 18 36.18714 -75.42031 20.915
1437 2015 10 17 23 49 24 36.18721 -75.42070 20.948
1438 2015 10 17 23 52 30 36.18726 -75.42107 20.903
1439 2015 10 17 23 55 36 36.18727 -75.42146 20.910
1440 2015 10 17 23 58 42 36.18723 -75.42190 20.899
1441 2015 10 18 00 01 49 36.18728 -75.42235 20.987
1442 2015 10 18 00 04 55 36.18736 -75.42278 20.865
1443 2015 10 18 00 08 02 36.18827 -75.42317 20.951
1444 2015 10 18 00 11 08 36.19156 -75.41897 21.058
1445 2015 10 18 00 14 14 36.18934 -75.41078 21.137
1446 2015 10 18 00 17 21 36.18601 -75.40382 21.182
1447 2015 10 18 00 20 27 36.18308 -75.39628 21.202
1448 2015 10 18 00 23 33 36.18273 -75.38788 21.161
1449 2015 10 18 00 39 46 36.18217 -75.34325 20.885
1450 2015 10 18 00 56 14 36.18227 -75.29721 20.662
1451 2015 10 18 00 59 20 36.18224 -75.28853 20.829
1452 2015 10 18 01 23 58 36.18200 -75.21914 20.530
1453 2015 10 18 02 19 03 36.18687 -75.08911 21.173
1454 2015 10 18 02 25 16 36.19069 -75.08978 21.298
1455 2015 10 18 02 31 29 36.19204 -75.09015 21.428
1456 2015 10 18 02 34 35 36.19254 -75.09043 21.451
1457 2015 10 18 02 37 41 36.19299 -75.09051 21.514
1458 2015 10 18 02 43 56 36.19401 -75.09094 21.405
1459 2015 10 18 02 47 03 36.19464 -75.09105 21.420
1460 2015 10 18 02 53 17 36.19570 -75.09130 21.458
1461 2015 10 18 03 03 06 36.19645 -75.09215 21.289
1462 2015 10 18 03 06 13 36.19733 -75.09243 21.551
1463 2015 10 18 03 09 19 36.19702 -75.09264 21.556
1464 2015 10 18 03 12 26 36.19639 -75.09278 21.492
1465 2015 10 18 03 18 39 36.19880 -75.10059 21.442
1466 2015 10 18 03 21 46 36.19645 -75.10843 21.521
1467 2015 10 18 03 31 35 36.19337 -75.13397 21.496
1468 2015 10 18 03 34 41 36.19290 -75.14279 21.544
1469 2015 10 18 03 37 48 36.19255 -75.15135 21.398
1470 2015 10 18 03 40 54 36.19222 -75.15989 21.336
1471 2015 10 18 03 47 08 36.19108 -75.17566 21.229
1472 2015 10 18 03 55 16 36.18964 -75.19745 21.029
1473 2015 10 18 03 58 22 36.18907 -75.20587 20.976
1474 2015 10 18 04 01 29 36.18846 -75.21423 20.810
1475 2015 10 18 04 04 36 36.18781 -75.22265 20.666
1476 2015 10 18 04 07 42 36.18712 -75.23120 20.609
1477 2015 10 18 04 21 53 36.18384 -75.26964 20.569
1478 2015 10 18 04 25 04 36.18359 -75.27823 20.863
1479 2015 10 18 04 36 09 36.18323 -75.30881 20.806
1480 2015 10 18 04 39 20 36.18328 -75.31736 20.709
1481 2015 10 18 04 42 27 36.18333 -75.32587 20.770
1482 2015 10 18 04 56 49 36.18353 -75.36348 21.233
1483 2015 10 18 05 00 00 36.18359 -75.37190 21.347
1484 2015 10 18 05 03 07 36.18365 -75.38019 21.286
1485 2015 10 18 05 10 02 36.18382 -75.39670 21.241
1486 2015 10 18 05 23 29 36.18377 -75.41486 20.958
1487 2015 10 18 05 26 39 36.18346 -75.41462 20.881
1488 2015 10 18 05 29 46 36.18321 -75.41419 20.922
1489 2015 10 18 05 39 07 36.18239 -75.41312 21.041
1490 2015 10 18 05 48 27 36.18182 -75.41182 21.071
1491 2015 10 18 05 51 34 36.18163 -75.41181 21.021
1492 2015 10 18 05 57 46 36.18091 -75.41071 20.994
1493 2015 10 18 06 10 12 36.18031 -75.41005 21.155
1494 2015 10 18 06 13 19 36.17990 -75.41015 21.115
1495 2015 10 18 06 23 43 36.18025 -75.41051 21.123
1496 2015 10 18 06 26 52 36.18053 -75.41052 21.006
1497 2015 10 18 06 29 59 36.18042 -75.41055 20.941
1498 2015 10 18 06 50 15 36.18786 -75.41257 21.122
1499 2015 10 18 06 53 23 36.19224 -75.41396 21.309
1500 2015 10 18 07 03 17 36.20387 -75.41915 21.151
1501 2015 10 18 07 06 24 36.20713 -75.42063 20.905
1502 2015 10 18 07 09 31 36.21059 -75.42224 20.917
1503 2015 10 18 07 12 39 36.21387 -75.42383 20.783
1504 2015 10 18 07 18 53 36.22136 -75.42722 20.821
1505 2015 10 18 07 22 01 36.22447 -75.42870 21.110
1506 2015 10 18 07 25 10 36.22779 -75.43060 20.978
1507 2015 10 18 07 31 25 36.23441 -75.43451 20.740
1508 2015 10 18 07 34 32 36.23795 -75.43657 20.805
1509 2015 10 18 07 37 39 36.24133 -75.43849 20.841
1510 2015 10 18 07 40 45 36.24168 -75.43622 20.805
1511 2015 10 18 07 43 53 36.23824 -75.43526 20.817
1512 2015 10 18 07 53 13 36.22813 -75.43235 20.842
1513 2015 10 18 07 59 26 36.22142 -75.43033 21.004
1514 2015 10 18 08 11 58 36.20807 -75.42611 21.166
1515 2015 10 18 08 18 10 36.20132 -75.42400 21.166
1516 2015 10 18 08 24 22 36.19464 -75.42204 21.291
1517 2015 10 18 08 27 29 36.19131 -75.42103 21.261
1518 2015 10 18 08 30 35 36.18798 -75.42009 21.161
1519 2015 10 18 08 33 42 36.18453 -75.41935 21.072
1520 2015 10 18 08 39 57 36.18304 -75.41799 21.001
1521 2015 10 18 08 46 11 36.18914 -75.42131 20.947
1522 2015 10 18 08 58 40 36.20231 -75.42842 21.229
1523 2015 10 18 09 01 47 36.20551 -75.43033 21.016
1524 2015 10 18 09 08 01 36.21215 -75.43437 20.865
1525 2015 10 18 09 11 07 36.21523 -75.43635 20.778
1526 2015 10 18 09 20 27 36.22416 -75.44229 20.731
1527 2015 10 18 09 29 46 36.23341 -75.44779 20.385
1528 2015 10 18 09 32 53 36.23660 -75.44969 20.419
1529 2015 10 18 09 36 00 36.23969 -75.45153 20.274
1530 2015 10 18 09 42 14 36.24642 -75.45547 20.986
1531 2015 10 18 09 45 21 36.24983 -75.45762 20.977
1532 2015 10 18 09 48 27 36.25312 -75.45961 21.033
1533 2015 10 18 09 54 39 36.25945 -75.46353 20.787
1534 2015 10 18 09 57 45 36.26269 -75.46554 20.786
1535 2015 10 18 10 00 51 36.26596 -75.46762 20.767
1536 2015 10 18 10 16 24 36.25300 -75.46516 20.779
1537 2015 10 18 10 25 44 36.23965 -75.45835 20.681
1538 2015 10 18 10 28 50 36.23351 -75.45458 20.682
1539 2015 10 18 10 31 56 36.22759 -75.45070 20.701
1540 2015 10 18 10 38 09 36.21526 -75.44202 20.786
1541 2015 10 18 10 41 16 36.20905 -75.43760 20.896
1542 2015 10 18 10 44 23 36.20282 -75.43326 20.929
1543 2015 10 18 10 47 30 36.19676 -75.42912 21.005
1544 2015 10 18 10 50 36 36.19084 -75.42503 20.940
1545 2015 10 18 10 56 49 36.17913 -75.41689 20.868
1546 2015 10 18 11 16 01 36.19757 -75.41594 20.783
1547 2015 10 18 11 19 08 36.20171 -75.41754 20.723
1548 2015 10 18 11 22 14 36.20603 -75.41923 20.642
1549 2015 10 18 11 25 21 36.20992 -75.42084 20.710
1550 2015 10 18 11 35 23 36.22351 -75.42621 20.821
1551 2015 10 18 11 44 46 36.23667 -75.43129 20.659
1552 2015 10 18 11 51 01 36.22664 -75.43289 20.556
1553 2015 10 18 11 54 08 36.21945 -75.43349 20.598
1554 2015 10 18 11 57 15 36.21207 -75.43403 20.644
1555 2015 10 18 12 07 15 36.18842 -75.43597 20.680
1556 2015 10 18 12 10 21 36.18105 -75.43667 20.875
1557 2015 10 18 12 13 27 36.17397 -75.43613 20.962
1558 2015 10 18 12 16 35 36.16704 -75.43425 20.738
1559 2015 10 18 12 19 42 36.16634 -75.43374 20.781
1560 2015 10 18 12 34 59 36.18161 -75.41960 20.846
1561 2015 10 18 12 38 06 36.18378 -75.41465 20.631
1562 2015 10 18 12 41 13 36.18751 -75.41543 20.546
1563 2015 10 18 12 44 19 36.19069 -75.41665 20.817
1564 2015 10 18 12 47 25 36.19368 -75.41820 20.522
1565 2015 10 18 12 50 32 36.19679 -75.41960 20.534
1566 2015 10 18 12 56 44 36.18440 -75.41801 20.816
1567 2015 10 18 12 59 50 36.18542 -75.41782 20.885
1568 2015 10 18 13 02 57 36.18748 -75.42375 20.777
1569 2015 10 18 13 06 04 36.18735 -75.43206 20.352
1570 2015 10 18 13 12 17 36.18720 -75.44820 20.483
1571 2015 10 18 13 15 23 36.18723 -75.45664 20.226
1572 2015 10 18 13 18 30 36.18702 -75.46494 20.464
1573 2015 10 18 13 21 36 36.18683 -75.47350 20.264
1574 2015 10 18 13 27 50 36.18630 -75.49049 20.173
1575 2015 10 18 13 37 09 36.18505 -75.51639 20.104
1576 2015 10 18 13 43 22 36.18454 -75.53311 19.987
1577 2015 10 18 14 47 32 36.18167 -75.70432 19.384
1578 2015 10 18 14 50 38 36.18251 -75.70490 19.415
1579 2015 10 18 14 53 45 36.18527 -75.70553 19.470
1580 2015 10 18 15 07 03 36.19811 -75.70831 19.391
1581 2015 10 18 15 13 24 36.20508 -75.70958 19.551
1582 2015 10 18 15 33 27 36.22533 -75.71858 19.314
1583 2015 10 18 15 39 41 36.23105 -75.72091 19.431
1584 2015 10 18 15 42 48 36.23407 -75.72212 19.507
1585 2015 10 18 15 45 55 36.23721 -75.72340 19.571
1586 2015 10 18 15 49 01 36.23974 -75.72209 19.440
1587 2015 10 18 15 52 08 36.23772 -75.71344 19.816
1588 2015 10 18 15 55 15 36.23558 -75.70453 19.630
1589 2015 10 18 15 58 22 36.23331 -75.69560 19.709
1590 2015 10 18 16 01 28 36.23105 -75.68700 20.005
1591 2015 10 18 16 04 34 36.22875 -75.67814 19.742
1592 2015 10 18 16 07 41 36.22632 -75.66927 19.719
1593 2015 10 18 16 10 47 36.22378 -75.66035 19.858
1594 2015 10 18 16 13 53 36.22123 -75.65147 20.068
1595 2015 10 18 16 20 06 36.21569 -75.63467 20.214
1596 2015 10 18 16 23 12 36.21319 -75.62718 20.257
1597 2015 10 18 16 26 19 36.21073 -75.61959 20.190
1598 2015 10 18 16 29 26 36.20810 -75.61125 20.149
1599 2015 10 18 16 38 45 36.20040 -75.58579 20.018
1600 2015 10 18 16 41 51 36.19788 -75.57741 19.917
1601 2015 10 18 16 44 57 36.19524 -75.56886 20.094
1602 2015 10 18 16 48 05 36.19270 -75.56047 20.060
1603 2015 10 18 16 51 11 36.19007 -75.55195 20.257
1604 2015 10 18 16 54 18 36.18746 -75.54357 20.447
1605 2015 10 18 17 00 31 36.18292 -75.52664 20.418
1606 2015 10 18 17 03 39 36.18264 -75.51817 20.480
1607 2015 10 18 17 06 46 36.18244 -75.50958 20.465
1608 2015 10 18 17 27 46 36.18188 -75.45243 20.503
1609 2015 10 18 17 30 52 36.18188 -75.44397 20.549
1610 2015 10 18 17 45 30 36.18341 -75.41421 20.497
1611 2015 10 18 17 48 37 36.18651 -75.41425 20.599
1612 2015 10 18 17 51 43 36.18978 -75.41594 20.544
1613 2015 10 18 18 01 34 36.19877 -75.42117 20.653
1614 2015 10 18 18 04 40 36.20143 -75.42278 20.354
1615 2015 10 18 18 16 53 36.21155 -75.42922 20.371
1616 2015 10 18 18 20 00 36.21434 -75.43053 20.287
1617 2015 10 18 18 23 06 36.21727 -75.43176 20.256
1618 2015 10 18 18 26 13 36.22008 -75.43293 20.318
1619 2015 10 18 18 29 20 36.22300 -75.43419 20.267
1620 2015 10 18 18 32 27 36.22585 -75.43527 20.350
1621 2015 10 18 18 35 34 36.22889 -75.43627 20.058
1622 2015 10 18 18 38 43 36.23179 -75.43748 20.095
1623 2015 10 18 18 41 56 36.23462 -75.43898 20.122
1624 2015 10 18 18 56 50 36.21247 -75.43068 20.404
